,ano,id_municipio,pop_total,pop_total_brancos,pop_total_pretos,pop_total_pardos,pop_homens,pop_homens_brancos,pop_homens_pretos,pop_homens_pardos,pop_mulheres,pop_mulheres_brancas,pop_mulheres_pretas,pop_mulheres_pardas
51,2015,1721000,271000.0,74000.0,23000.0,169000.0,137000.0,34000.0,13000.0,88000.0,134000.0,40000.0,10000.0,81000.0
52,2016,1721000,278000.0,66000.0,25000.0,182000.0,132000.0,29000.0,13000.0,87000.0,146000.0,36000.0,12000.0,95000.0
53,2017,1721000,284000.0,76000.0,25000.0,181000.0,139000.0,38000.0,11000.0,90000.0,145000.0,38000.0,14000.0,91000.0
54,2018,1721000,292000.0,80000.0,35000.0,171000.0,148000.0,42000.0,19000.0,85000.0,144000.0,37000.0,16000.0,87000.0
55,2019,1721000,299000.0,71000.0,38000.0,187000.0,144000.0,34000.0,19000.0,90000.0,155000.0,37000.0,18000.0,98000.0
56,2012,2111300,1052000.0,217000.0,126000.0,704000.0,492000.0,92000.0,61000.0,336000.0,560000.0,125000.0,65000.0,367000.0
57,2013,2111300,1058000.0,230000.0,119000.0,708000.0,482000.0,98000.0,57000.0,327000.0,576000.0,132000.0,62000.0,381000.0
58,2014,2111300,1065000.0,192000.0,97000.0,773000.0,492000.0,82000.0,47000.0,361000.0,573000.0,110000.0,50000.0,412000.0
59,2015,2111300,1073000.0,201000.0,117000.0,753000.0,502000.0,91000.0,61000.0,348000.0,571000.0,110000.0,56000.0,405000.0
60,2016,2111300,1080000.0,251000.0,134000.0,691000.0,503000.0,110000.0,68000.0,323000.0,576000.0,141000.0,66000.0,368000.0
61,2017,2111300,1087000.0,221000.0,144000.0,708000.0,493000.0,98000.0,73000.0,316000.0,594000.0,124000.0,72000.0,391000.0
62,2018,2111300,1094000.0,233000.0,168000.0,677000.0,507000.0,98000.0,81000.0,321000.0,587000.0,134000.0,87000.0,355000.0
63,2019,2111300,1101000.0,245000.0,,646000.0,531000.0,112000.0,103000.0,312000.0,570000.0,134000.0,98000.0,334000.0
64,2012,2211001,841000.0,158000.0,71000.0,613000.0,396000.0,75000.0,34000.0,286000.0,446000.0,82000.0,37000.0,326000.0
65,2013,2211001,845000.0,191000.0,78000.0,575000.0,401000.0,89000.0,38000.0,274000.0,444000.0,102000.0,40000.0,301000.0
66,2014,2211001,848000.0,178000.0,82000.0,588000.0,399000.0,87000.0,45000.0,268000.0,448000.0,91000.0,37000.0,320000.0
67,2015,2211001,851000.0,175000.0,84000.0,591000.0,405000.0,83000.0,41000.0,280000.0,446000.0,92000.0,43000.0,311000.0
68,2016,2211001,855000.0,181000.0,102000.0,569000.0,407000.0,76000.0,58000.0,272000.0,447000.0,105000.0,43000.0,297000.0
69,2017,2211001,858000.0,171000.0,97000.0,587000.0,402000.0,78000.0,49000.0,273000.0,456000.0,93000.0,49000.0,314000.0
70,2018,2211001,861000.0,136000.0,119000.0,605000.0,403000.0,61000.0,58000.0,285000.0,458000.0,76000.0,61000.0,320000.0
71,2019,2211001,865000.0,168000.0,132000.0,565000.0,388000.0,69000.0,68000.0,251000.0,477000.0,99000.0,64000.0,314000.0
72,2012,2304400,2538000.0,844000.0,57000.0,1625000.0,1178000.0,378000.0,30000.0,766000.0,1360000.0,466000.0,27000.0,859000.0
73,2013,2304400,2555000.0,935000.0,130000.0,1483000.0,1197000.0,413000.0,72000.0,710000.0,1357000.0,522000.0,58000.0,773000.0
74,2014,2304400,2572000.0,829000.0,112000.0,1614000.0,1182000.0,357000.0,60000.0,757000.0,1389000.0,472000.0,52000.0,856000.0
75,2015,2304400,2590000.0,794000.0,108000.0,1680000.0,1207000.0,353000.0,55000.0,796000.0,1382000.0,441000.0,53000.0,884000.0
76,2016,2304400,2608000.0,850000.0,146000.0,1605000.0,1212000.0,366000.0,70000.0,774000.0,1396000.0,484000.0,76000.0,831000.0
77,2017,2304400,2625000.0,873000.0,140000.0,1595000.0,1279000.0,410000.0,81000.0,781000.0,1346000.0,463000.0,59000.0,814000.0
78,2018,2304400,2643000.0,882000.0,169000.0,1574000.0,1206000.0,392000.0,83000.0,724000.0,1437000.0,490000.0,87000.0,850000.0
79,2019,2304400,2661000.0,848000.0,149000.0,1653000.0,1212000.0,360000.0,73000.0,774000.0,1449000.0,488000.0,76000.0,879000.0
80,2012,2408102,837000.0,338000.0,27000.0,468000.0,387000.0,147000.0,16000.0,223000.0,449000.0,191000.0,11000.0,245000.0
